Property reference,Postal District,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15
2019,S36,,,,,,,,,,,,,,508.75,521.48,,335.03,474.73,449.87,426.74,453.57,423.52,438.1,425.09,422.16,409.31,961.98,413.83,447.87,441,438.55,393.29,382.67,376.45,387.77,395.16,425.33,399.07,423.79,438.48,454.27,385.2,431.36,407.41,423.21,399.95,400.8,370.54,461.58,471.99,474.28,439.56,452.38,444.18,491.92,525.63,442.26,520.03,501.39,482.25,488.93,6932.31,966.57,502.65,484.35,457.46
2020,WF2,,,,,,,,,,,,,,557.32,538.84,,,,,595.89,535.97,551.61,595.67,582.05,569.71,562.76,1018.63,551.7,559.39,634.41,656.94,656.71,582.2,585.23,593.73,594.61,606.52,629.07,591.14,592.7,790.05,682.02,645.53,574.69,561.42,511.89,396.89,378.26,368.36,325.57,332.83,361.44,420.59,349.32,390.71,,,,,,,,,,,
2021,HD1,,,,,,,,,,,,,,,,225.8,284.34,206,305.55,329.03,264.23,282.19,232.47,352.23,277.19,223.1,1058.06,331.5,235.95,232.06,280.7,258.1,264.47,221.77,242.37,332.39,260,251.43,247.39,259.98,128.32,168.81,216.35,125.36,174.33,147.47,124.8,219.36,139.67,116.74,139.72,171.72,142.51,128.97,191.12,271.05,105.15,155.93,194.67,243.81,209.61,256.39,240.27,178.17,114.65,191.87
2022,S61,,,,,,,,,,,,,,344,336.45,286.33,0,0,0,317.02,241.4,376.26,330.67,369.16,334.81,399.69,1157.56,318.47,384.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,HX2,,,,,,,,,,,,,,0,0,,,,,0,0,89.06,101.77,101.45,100.42,102.93,804,100.59,102.57,98.01,105.66,103.7,100.03,102.94,95.93,94.26,112.54,102.6,100.12,99.06,111.12,111.21,113.58,103.27,110.43,95.17,93.52,99.89,102.17,106.23,104.78,101.69,105.56,111.3,115.08,111.72,105.36,109.22,106.26,110.53,62.77,0,69.1,105.75,105.74,101.06
2024,HD9,,,,,,,,,,,,,,1564.64,171.06,270.5,,102.06,231.29,224.43,173.63,142.42,154.07,211.48,174.1,167.21,782.29,209.01,155.76,186.9,97.65,212.53,231.57,191.68,169.03,246.81,179.9,198.61,182.59,198.9,198.44,160.74,116.33,218.35,219.54,184.68,200.05,228.48,206.3,191.7,205.01,498.32,229.53,244.26,230.55,192.95,174.63,179.97,167.34,178.81,168.42,163.61,165.83,257.22,196.43,213.97
2025,WF4,,,,,,,,,,,,,,298.86,355.1,318.12,,12.44,0,0,0,0,0,0,136.71,142.66,761.31,170.13,174.43,139.14,136.36,147.39,190.87,128.26,130.4,130.55,163.9,151.39,124.95,133.08,183.48,156.87,151.08,125.09,133.31,128.87,126.77,127.77,122.31,139.4,145.71,147.84,149.02,139.44,141.85,125.01,128.73,115.58,112.35,126.84,120.89,121.47,133.51,125.52,152.48,153.54
2030,BD17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.26,274.5,242.48,298.87,261.97,238.35,227.5,269.83,268.14,299.73,375.51,546.01,473.28,383.52,247.19,237.65,319.41,166.09,0,,,,,,,,,,,,,,,,
2031,BD17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.68,126.03,119.13,101.87,82,100.96,107.32,99.92,113.97,99.03,82.38,83.22,,,,,,,,,,,,,,,,,,,,,,,
2032,BD17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.59,158.37,167.13,163.9,152.39,154.29,163.57,157.65,160.98,171.29,189.42,232.37,183.66,111.36,181.65,184.17,185.52,184.99,171.19,185.54,179.16,216.32,228.42,231.45,210.08,203.85,203.43,172.11,167.79,182.79,168.71,196.96,185.5,205.95,192.3
2034,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.66,269.57,265.65,273.17,269.42,280.42,296.79,272.21,266.91,270.35,327.9,263.29,314.34,188.64,189.93,197.37,263.92,266.49,236.54,304.2,294.63,251.71,266.4,255.14,251.59,274.5,264.16,267.78,291.6,270.84,283.53,266.24,274.74,307.54,280.67
2035,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.38,316.33,262,269.2,337.52,328.21,338.64,341.13,378.41,318.81,320.67,400.9,388.19,296.4,372.33,367.97,374.46,390.45,366.43,318.63,364.14,362.44,312.3,393.85,411.42,226.85,360.61,364.47,350.74,321.7,335.03,353.88,352.37,314.46,358.3
2036,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.16,97.4,286.29,244.7,247.03,,232.65,216.99,,,,,,,,,,,,,,,,,,,,,,,,,
2037,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.4,331.43,325.87,356.97,325.87,315.65,317.5,318,303.36,292.7,328.11,389.79,313.49,304.43,218.38,259.14,286.69,269.52,302.46,308.13,306.49,326.97,247.34,274.99,289.87,305.25,286.84,324.63,347.89,377.27,321.08,377.02,394.53,403.14,344.95
2039,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.03,175.2,317.32,325.1,255.35,355.29,375.82,289.95,389.79,325.3,365.58,198.81,308.58,118.87,17.26,308.81,242.09,297.44,323.78,312.29,212.97,232.61,323.46,295.87,341.16,125.85,23.28,19.53,366.91,676.09,,,,,
2040,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.57,166.62,326.82,195.25,203.91,,232.68,208.69,283.77,1223.71,314.88,265.17,264.57,186.63,294.55,168.3,160.81,134.51,234.93,193.61,,,,,,,,,,,,,
2041,BD18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.42,325.05,626.63,427.61,474,,403.71,388.58,424.53,614.47,383.66,111.78,123.74,328.89,633.01,458.27,397.7,402.38,518.7,512.97,318,448.61,348.62,499.5,314.3,375.39,618.68,336.43,347.11,402.34,452.76,310.33,236.4
2042,BD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.13,187.74,148.38,154.15,230.07,97.51,80.76,172.54,161.01,115.05,89.68,98.31,137.7,76.27,27.81,107.79,156.25,99.22,88.05,166.04,118.65,99.12,107.54,101.79,111.11,69.63,113.95,106.2,89.87,81.82,109.59,125.97,87.27
2043,BD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.72,388.77,334.54,274.47,253.17,258.89,254.89,225.35,313.53,245.61,235.34,269.43,188.59,267.87,352.04,302.98,264.92,309.11,271.83,288.32,349.05,379.05,452.9,377.88,364.67,425.61,425.82,432.14,343.9,408.75,451.02,470.64,460.42
2045,BD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434.69,407.77,386.74,407.87,427.52,423.06,417.82,,426.52,461,437.73,359.59,466.51,137.43,154.86,296.67,396.35,414.35,385.65,395.78,394.82,342.64,392.1,330.94,425.99,407.25,396.78,406.02,402.45,402.45,364.37,426.34,424.23,425.87,418.96
2046,BD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.37,185.5,217.06,252.43,251.32,230.71,223.43,246.82,233.22,285.85,406.77,607.7,416.18,175.59,225.55,235.95,256.96,253.88,252.09,245.23,215.71,274.59,250.65,284.17,173.79,212.91,216.46,228.66,213.88,194.23,231.46,244.61,322.49,682.75,281.47
2047,BD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.06,230.47,229.58,282.4,253.94,252.84,223.14,243.52,244.71,266.69,260.37,267.75,233.1,275.22,262.3,257.67,265.48,265.77,251.97,283.4,282.96,254.38,269.13,280.54,227.58,293.49,283.38,279.78,260.88,261.67,244.03,253.87,283.59,266.78,293.05
2048,BD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.78,123.43,193.81,179.07,170.74,184.81,186.04,150.55,146.74,147.3,152.79,151.7,214.32,151.86,167.43,148.47,139.42,148.62,163.09,151.95,145.56,159.62,165.6,188.85,159.56,171.69,181.51,172.59,155.29,170.8,150.46,162.49,171.12,166.67,168.33
2049,BD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.49,274.43,445.52,392.23,454.45,413.97,367.39,331.53,237.24,372.86,447.57,445.7,448.26,583.23,596.03,376.89,384.07,388.42,387.98,224.61,329,271.48,273.39,362.7,438.71,271.59,245.53,398.07,347.6,306.61,246.18,418.08,350.76,347.05,166.08
2050,BD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.07,293.4,252.26,354.13,358.68,377.03,379.89,386.1,392.64,260.62,402.45,260.62,353.82,376.62,215.99,364.29,380.53,372.64,365.95,395.03,402.03,234.63,435.99,256.38,407.58,323.67,368.22,391.89,393.62,404.01,412.84,411.63,433.81,246.4,434.78
2051,BD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.67,231.17,276.84,208.33,295.06,275.26,289.64,287.79,306.83,451.29,329.13,426.75,364.62,198.66,364.54,241.99,330.51,337.62,358.66,243.07,337.56,524.03,274.44,352.97,401.52,219.96,285.04,343.47,319.85,306.96,314.46,,,,
2052,BD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799.89,1596.27,450.03,487.57,528.84,416.39,439.61,442.73,420.35,354.33,352.83,524.41,787.91,632.37,445.94,603.98,370.83,314.25,338.82,366.03,374.79,336.83,336.48,356.05,343.86,538.41,548.08,346.59,344.03,385.78,224.23,381.29,380.46,365.57,476.93
2053,BD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.19,198.73,285.71,287.03,283.84,314.77,294.68,297.12,310.86,265.59,346.5,323.33,229.06,199.81,288.81,307.21,283.84,302.49,283.76,259.68,288.99,252.31,331.08,320.57,255.92,302.67,309.98,330.24,310.04,305.17,327.6,330.47,321,337.09,256.52
2054,BD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.24,326.47,329.97,270.83,303.97,257.03,219.61,237.91,218.53,331.23,283.92,249.88,234.46,215.22,235.68,295.48,302.08,301.94,274.11,241.04,307.92,245.79,233.34,331.95,286.42,264.33,278.48,280.68,248.34,274.43,262.16,283.63,328.95,276.27,275.32
2055,BD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,392.7,0,0,554.36,600.14,653.22,537.33,645.42,726.82,365.89,610.85,,423.14,384.94,585.29,619.75,608.72,617.49,726.59,1108.25,1434.84,706.44,652.86,553.44,632.31,1141.66,1025.31,,565.51,643.95,436.86,1064.49
2056,BD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.44,491.42,425.07,445.35,428.74,379.07,280.13,452.15,446.9,472.08,483.47,496.65,351.99,383.75,475.06,446.2,461.38,356.27,340.26,441.51,438.27,482.34,479.56,461.41,453.9,457.58,433.92,467.51,350.94,318.14,466.07,463.02,475.58,543.84
2057,BD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.96,154.32,148.6,133.94,157.42,140.5,146.57,169.35,159.94,182.06,,212.14,188.05,172.86,,,,,,,,,,,,,,,,,,,,
2059,BD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,397.87,502.94,437.04,419.75,442.77,459.35,509.91,581.6,502.69,485.16,473.95,470.65,481.95,463.39,523.9,493.2,464.89,470.29,394.8,547,493.69,506.52,430.1,529.74,501.79,427.53,469.03,482.35,483.96,480.28,458.7
2061,DN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.43,31.33,86.92,121.7,353.29,366.61,331.54,349.22,121.41,355.62,433.77,578,467.77,298.05,292.77,293.42,299.29,318.02,345.38,378.75,329.57,369.15,465.63,427.21,319.76,306.63,375.33,163.05,300.51,327.22,290.25,321.55,413.94,370.34,349.81
2062,DN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,836.13,921.72,716.94,909.15,804.33,699.45,669.97,868.03,779.83,780.45,1496.82,1409.93,1035.48,622.61,596.18,544.7,742.93,923.29,681.9,613.86,748.89,703.71,806.08,1131.49,809.46,715.51,611.1,628.12,593.48,667.14,780.47,905.24,972.17,862.63,1564.82
2063,DN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.96,55.95,72.29,72.68,75.77,73.6,68.57,68.84,36.96,12.11,32.88,89.13,84.68,75.64,85.61,66.38,80.31,111.69,79.17,70.36,97.56,59.2,67.71,41.43,33.01,48.06,56.79,54.3,49.3,57.8,60.01,64.42,47.13,56.85,56.06
2064,DN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.72,164,157.97,164.13,191.06,168.54,172.07,182.37,175.82,156.54,166.59,103.65,104.4,126.99,191.19,0,63.03,263.34,201.6,284.83,247.92,263.24,338.54,308.36,258.02,269.57,273.97,320.73,309.48,307.7,350.52,352.78,629.72,327.25,349.92
2066,DN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.13,155.4,148.58,155.43,146.42,161.25,169.93,174.05,188.37,91.02,192.66,217.22,170.77,157.02,150.52,147.42,141.11,140.32,176.18,152.11,179.81,181.55,180.29,,,,,,,,,,,,
2067,DN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.61,564,80.26,0,0,0,0,0,0.06,0,,,,,,,,,,,,,,,,,,,,,,,,,
2068,DN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.22,221.1,219.32,173,165.13,184.83,270.89,250.16,217.62,133.23,182.28,507.34,363.95,518.1,180.52,211.71,161.22,204.24,190.96,157.61,196.95,133.61,178.5,185.78,126.93,228.18,183.43,169.32,147.75,168.39,204.49,229.09,248.13,106.43,333.15
2069,DN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.9,165.73,153.74,189.53,169.03,159.81,172.46,169.55,223.17,197.97,181.05,174.83,157.63,164.89,130.92,159.98,136.66,127.86,127.09,115.01,110.82,105.59,102.42,95.55,90.09,85.26,88.03,71.28,76.18,75.83,87.14,82.54,96.3,93.43,97.59
2070,DN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768.09,,,220.44,322.1,156.98,179.75,180.78,187.14,148.06,282.42,330.39,245.41,364.02,360.16,,319.46,331.9,0.77,221.84,2374.56,1494.52,135.14,512.19,548.16,609.51,617.78,625.02,637.29,621.41,264.83,518.64,691.74,704.85,776.66
2071,DN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.02,773.52,758.93,741.19,853.5,780.42,748.11,645.71,575.85,726.36,753.18,886.54,797.66,941.43,2267.68,10302.68,4874.13,940.08,877.41,834.5,560.55,696.25,672.09,723.72,631.83,824.89
2072,DN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,965.33,441.23,638.74,901.87,780.52,819.44,1294.1,623.52,2125.64,2391.08,,,,,,,,,,,,,,,,,,,,,,,,,
2073,DN5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.66,368.93,369.68,338.27,150.94,378.5,338,,164.28,193.95,260.21,296.05,219.3,215.53,197.34,245.54,267.65,259.46,301.15,234.18,234.78,240.39,269.91,291.75,260.27,193.77,242.19,235.41,232.23,236.93,230.34,195.7,234.39,249.76,246.71
2074,HD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.1,186,164.4,170.61,198.68,183.71,193.51,188.16,156.8,190.11,224.5,162.38,198.39,159.32,171.84,277.24,187.23,214.59,175.57,138.57,136.86,170.55,151.03,130.96,156.72,163.31,158.82,141.82,142.32,159.33,151.03,169.17,135.84,161.28
2075,HD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.89,47.64,47.93,23,59.1,90.54,34.01,2.04,0.41,52.2,271.51,244.47,317.99,245.75,232.65,244.07,211.35,167.79,178.68,175.2,175.22,152.85,140.43,163.77,170.67,153.29,152.94,149.95,148.65,165.28,178.92,180.12,171.93,100.86
2076,HD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.59,369.49,391,395.05,377.48,439.59,453.82,375.38,382.32,379.71,282.4,287.16,350.58,327.51,365.22,340.55,361.89,384.49,385.25,394.74,342.8,,339.24,287.85,372.15,368.54,371.52,351.84,379.57,365.79,359.92,332.76,350.88,324.48
2077,HD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.83,232.77,232.47,256.52,243.39,237.89,242.75,249.96,236.47,292.41,239.07,489.75,353.82,339.42,355.83,300.54,297.78,300.7,275.83,267.69,289.74,285,329.69,290.44,298.74,301.51,291,321.88,337.21,308.83,335.61,417.1,358.37,263.6
2078,HD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.58,103.81,125.83,105.06,99.81,135.96,105.28,99.84,89.91,122.67,125.16,103.56,,,,,,,,,,,,,,,,,,,,,,
2079,HD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,204.33,198.29,276.13,273.44,178.46,177.48,238.79,147.37,140.64,177.07,167.79,172.74,0,0,136.81,279.13,323.39,289.57,,230.6,238.5,150.23,137.32,146.77,162.33,160.75,156.7,832.02,251.03,266.01,179.74,635.58
2080,HD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,156.53,12.48,39.5,0,55.06,251.32,202.42,226.56,239.6,252.09,295.03,230.49,278.19,284.02,241.69,221.81,244.34,246.74,276.59,306.42,317,327.75,327.65,302.78,311.88,215.45,226.59,232.03,217.6,172.57,225.36,252.87,235.02,266.52
2081,HD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,141.9,252.77,225.19,261.89,289.86,292.71,302.25,344.43,299.85,309.11,312.09,265.36,68.16,,,,,,,,,,,,,,,,,,,
2083,HD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.02,298.39,336.87,331.23,305.29,346.96,311.14,276.76,273.34,320.92,218.37,278.56,318.21,272.26,301.92,333.7,328.33,316.61,763.83,0,270.66,316.41,324.67,183.22,294.75,316.89,319.38,296.19,278.88,335.69,280.85,348.93,307.75,410.18
2084,HD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.33,185.94,193.4,187.48,224.42,190.29,166.82,182.61,173.86,223.09,260.82,201.28,225.87,177.42,169.79,193.76,183.19,188.1,175.89,182.85,190.86,228.18,288.67,188.42,191.61,187.52,190.8,195.15,175.53,207.9,192.58,208.27,,
2085,HD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.12,193.26,199.67,116.03,181.58,166.39,171.28,175.68,137.47,109.56,128.99,184.24,188.4,210.69,72.39,0,0,102.41,180.07,170.39,170.2,171.3,183.5,182.87,168.87,167.2,162.57,186.42,177.53,157.37,150.6,156.81,154.54,177.37
2086,HD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.12,929.42,928.03,1039.48,1120.29,1437.57,1393.58,1101.36,584.23,730.01,819.44,867.11,976.38,822.04,1089.45,925.87,984.43,729.48,673.36,802.76,885.56,820.04,921.42,1072.11,870.6,1043.48,1202.91,981.6,1201.52,1128.36,1021.83,1178.06,1145.64,968.79
2087,HD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.65,254.42,235.57,247.81,262.42,255.25,265.6,258.64,270.99,291.09,239.49,161.51,279.36,222.07,153.75,166.41,166.67,165.28,170.68,187.23,168.88,175.89,104.25,154.83,180.84,152.71,136.11,134.65,112.82,132.48,119.21,150.45,134.77,157.01
2089,HD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.71,119.23,115.9,111.77,116.16,120,122.11,124.31,118.39,120.9,123.71,120.08,114.9,121.65,122.78,112.04,119.9,107.55,116.71,99.15,102.66,106.2,20.74,,,,,,,,,,,
2090,HD5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.82,227.77,171,176.42,52.1,32.55,36.08,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,HD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.57,229.97,201.77,240.87,268.23,220.18,209.2,248.62,238.38,230.85,229.53,204.42,228.15,264.4,280.69,240.12,222.66,371.15,192.29,220.71,269.62,263.82,187.8,190.31,173.88,131.07,172.05,195.39,196.75,184.89,171.8,197.35,206.13,208.29
2092,HD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.55,308.73,251.29,292.68,284.21,288.94,199.2,271.28,237.03,420.76,291.45,260.46,286.37,288.63,303.3,295.46,259.1,278.99,242.25,259.95,242.56,293.75,252.84,320.43,251.83,269.04,294.79,290.04,278.97,259.78,273.72,189.06,344.51
2093,HD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.63,126.33,132.42,133.61,139.46,133.91,140.02,145.31,249.18,312.28,171.15,183.27,190.65,195.05,190.05,174.25,174.44,183.62,173.94,217.89,201.84,355.99,274.82,204.2,169.17,162.18,172.6,164.96,138.99,147.8,167.76,156.16,201.6
2094,HD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,431.37,589.61,560.47,585.29,558.49,521.52,468.19,620.91,561.95,526.67,481.53,413.03,412.51,523.19,478.54,427.6,415.17,390.99,452.67,547.59,499.24,424.86,424.17,322.35,306.6,387.06,502.23,475.78,550.22,298.02,387.29,332.18
2095,HD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.88,245.94,238.71,212.86,226.74,206.57,77.52,149.23,287.32,213.87,147.8,209.13,209.87,205.32,119.64,200.03,251.29,350.03,162.03,248.73,257.1,199.81,143.13,198.84,177.07,180.29,109.61,162.18,196.61,250.3,202.32,194.35
2096,HD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.43,301.17,317.97,301.7,310.45,267.32,251.11,286.93,263.91,294.1,313.83,364.21,230.89,262.14,289.2,182.12,298.67,293.37,312.36,289.32,357.84,305.13,374.01,274.88,274.09,267.93,296.1,259.17,297,246.25,269.49,257.54,267.66,113.84,269.35
2097,HD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.57,183.1,190.03,191.43,204.58,200.92,188.25,191.55,194.58,207.61,184.17,216.78,186.53,296.34,277.46,167.01,185.1,193.76,153.87,171.36,163.11,178.85,,,,,,,,,,,,,
2098,HD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,118.13,199.29,215.42,250.71,229.15,262.32,165.16,182.01,220.33,138.34,143.55,120.04,108.55,156.87,111.57,107.94,106.89,124.44,169.8,111.38,77.31,,,,,,,,,,,
2100,HD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.96,235.13,239.06,266.33,213.45,244.61,273.51,,,170.77,,,,,,,,,,,233.5,296.03,127.07,28.05,24.85,110.48,204.06,244.5,211.77,254.9,269.93,76411.26,16012.07,254.13,235.33
2101,HD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.19,65.37,465.61,376.53,361.39,408.9,381.18,405.04,395.22,421.95,364.86,404.27,203.66,399.99,300.37,426.6,151.82,124.14,342.31,451.98,351.13,442.51,448.12,394.15,336.37,470.58,431.3,483.69,369.52,372.43,399.12,403.14,387.02,977.95,415.17
2103,HD9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.61,339.87,332.74,328.4,260.84,279.03,335.68,340.99,346.2,292.28,354.18,335.38,42.49,406.2,316.13,359.21,318.83,339.82,322.68,368.75,373.8,354.25,351.27,289.57,266.37,427.73,403.31,414.45,363.77,425.82,339.14,349.97,394.65,352.25,383.84
2104,HU13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.67,464.03,442.58,465.57,441.84,459.1,447.36,440.1,448.25,453.17,457.46,414.38,390.16,414.84,407.76,422.36,411.53,427.85,439.52,420.71,348.12,356.25,462.48,369.17,285.88,416.61,432.12,409.35,450.15,462.02,442.09,395.65,476.85,509.37,462.95
2105,HU15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.89,605.87,550.68,520.32,579.61,552.45,583.21,435.85,548.94,385.35,494.34,629.1,330.8,741.3,822.69,768.7,909.08,698.23,578.57,606.84,611.85,589.12,561,647.51,238.79,,,,,,,,,,
2107,HU15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.76,341.93,328.55,274.73,335.55,345.81,362.39,310.15,322.23,333.87,396.42,332.94,367.98,408.66,462.77,341.5,391.62,399.25,395.16,415.83,421.2,426.16,457.35,469.51,464.84,474.03,482.02,456.81,442.51,448,454.05,465.53,476.88,546.56,548.67
2108,HU15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.74,200.37,174.06,175.6,140.23,241.03,224.57,172.27,214.49,233.01,295.14,254.8,227.93,478.8,465.74,257.54,179.87,199.51,216.8,175.82,235.2,132.62,300.72,267.76,304.35,201.15,206.36,201.93,101.38,7.55,131.81,206.68,224.73,243.73,142.06
2109,HU17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.09,407.77,300.19,348.3,419.52,396.06,333.81,412.97,399.42,423.55,422.28,401.72,369.84,246.9,220.4,335.6,330.26,405.84,342.36,364.4,362.1,422.1,349.85,443.35,343.13,261.03,333.87,300.48,307.51,284.66,89.87,284.27,326,360.29,385.21
2111,HU17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456.46,429.53,412,333.97,353.94,349.48,360.18,402.25,407.88,324.23,375.18,366.24,294.82,426.25,,,426.33,409.79,328.68,402.32,331.61,478.89,412.95,367.08,514.92,458.9,503.46,552.63,436.21,502.2,569.19,501.45,556.71,417.8,191.95
2112,HU17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.31,364.47,426.19,300.13,287.46,266.52,282.04,279.77,236.63,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,HU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,136.23,183.13,188.57,210.98,,163.3,173.22,188.91,160.52,193.59,181.45,180.66,143.62,171.96,163.09,139.92,137.07,162.12,118.26,166.27,151.68,149.37,180.17,155.07,131.69,179.51,193.61,197.77,132.06,184.82,156.11
2114,HU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.94,152.2,0,116.7,211.48,205.26,190.68,197.8,221.24,246.31,234.72,247.35,257.37,227.76,220.7,188.46,200.12,192.91,184,,,,,,,,,,,,,,,,
2115,HU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.06,125.03,121,132.93,135,122.81,126.21,121.71,130.38,156.02,151.95,161.38,,,,,,,,,,,,,,,,,,,,,,,
2116,HU5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.26,781.47,767.26,670.83,542.74,574.85,642.82,607.24,612.09,601.37,568.11,588.63,610.65,,,,,,,,,,,,,,,,,,,,,,
2118,HU6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
2120,HU8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.56,263.73,197.39,264.9,289.19,311.97,0,272,346.53,70.08,72.9,185.95,,,,,,,,,,,,,,,,,,,,,,,
