Reference,Road,Ward,Defect,Recorded,Completed,Cost,Easting,Northing
HWO2505276,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,13/02/2025,18/02/2025,71.11,433358.4263,432186.6471
HWO2505259,BLACK HILL ROAD -  (Adel and Wharfedale) - 23024906-003,Adel and Wharfedale,Pothole Cwy,13/02/2025,13/02/2025,71.11,427037.4192,443519.2933
HWO2505246,KEDLESTON ROAD - (Roundhay) - 23006958,Roundhay,Pothole Cwy,13/02/2025,06/03/2025,71.11,431626.7149,438987.1399
HWO2505245,EASTERLY MOUNT - (Gipton and Harehills) - 23004522,Gipton and Harehills,Pothole Cwy,13/02/2025,20/02/2025,71.11,432613.7563,435548.9136
HWO2505243,CHURCH LANE - (Kippax and Methley) - 23021656,Kippax and Methley,Pothole Cwy,13/02/2025,05/03/2025,71.11,444114.0061,433652.2589
HWO2505241,KARNAC ROAD - (Gipton and Harehills) - 23006953,Gipton and Harehills,Pothole Cwy,13/02/2025,18/02/2025,71.11,431908.7166,435721.5971
HWO2505240,COLLIER LANE - (Harewood) - 23024192,Harewood,Pothole Cwy,13/02/2025,27/02/2025,71.11,444661.9159,436342.3549
HWO2505239,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,13/02/2025,19/02/2025,71.11,434427.4471,436453.8247
HWO2505231,LINCOMBE BANK - (Roundhay) - 23007556,Roundhay,Pothole Cwy,13/02/2025,04/03/2025,71.11,431100.5415,437595.7807
HWO2505230,KNOWSTHORPE LANE - (Burmantofts Richmond Hill) - 23014150,Burmantofts and Richmond Hill,Pothole Cwy,13/02/2025,18/02/2025,71.11,432502.5746,431728.754
HWO2505227,WIKE RIDGE LANE - (Harewood) - 23021985,Harewood,Pothole Cwy,13/02/2025,21/02/2025,71.11,433205.7768,441488.1506
HWO2505226,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,13/02/2025,19/02/2025,71.11,434370.4943,436444.2974
HWO2505225,MOYNIHAN CLOSE - (Gipton and Harehills) - 23015323,Gipton and Harehills,Pothole Cwy,13/02/2025,20/02/2025,71.11,432804.0304,435496.5581
HWO2505224,RED HALL WAY - (Cross Gates and Whinmoor) - 23010149,Cross Gates and Whinmoor,Pothole Cwy,13/02/2025,19/02/2025,71.11,435168.9469,438150.0545
HWO2505223,FOUNDRY LANE - (Killingbeck and Seacroft) - 23005142,Killingbeck and Seacroft,Pothole Cwy,13/02/2025,13/02/2025,71.11,434055.8813,435144.8921
HWO2505221,WHITEHALL GROVE - (Morley North) - 23022551,Morley North,Pothole Cwy,13/02/2025,20/02/2025,71.11,421787.0267,428490.5705
HWO2505219,THE CLOSE - (Harewood) - 23021574,Harewood,Pothole Cwy,13/02/2025,24/02/2025,71.11,439972.5369,436744.6239
HWO2505218,HENCONNER LANE - (Armley) - 23024611,Armley,Pothole Cwy,13/02/2025,,71.11,425062.3059,433368.0649
HWO2505215,WELLINGTON ROAD - (Armley) - 23013152,Armley,Pothole Cwy,13/02/2025,,71.11,428380.3898,432909.5479
HWO2505214,COPPICE WOOD GROVE - (Guiseley and Rawdon) - 23020787,Guiseley and Rawdon,Pothole Cwy,13/02/2025,14/02/2025,71.11,420175.8896,441981.9826
HWO2505213,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,13/02/2025,13/02/2025,71.11,434299.96,436419.1322
HWO2505210,CALVERLEY LANE - (Horsforth) - 23021263,Horsforth,Pothole Cwy,13/02/2025,14/02/2025,71.11,422177.63,437053.9971
HWO2505208,AMBERTON ROAD - (Gipton and Harehills) - 23000309,Gipton and Harehills,Pothole Cwy,13/02/2025,20/02/2025,71.11,433590.8283,435326.2376
HWO2505207,EAST CHEVIN ROAD - (Otley and Yeadon) - 23022283,Otley and Yeadon,Pothole Cwy,13/02/2025,14/02/2025,71.11,421847.4458,444074.072
HWO2505206,BUTCHER LANE - (Rothwell) - 23023143,Rothwell,Pothole Cwy,13/02/2025,20/02/2025,71.11,434360.0393,428116.4081
HWO2505205,BRADFORD ROAD - (Ardsley and Robin Hood) - 23022912,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,20/02/2025,71.11,428885.7035,425990.4286
HWO2505203,WAKEFIELD ROAD - (Hunslet and Riverside) - 23023203,Hunslet and Riverside,Pothole Cwy,13/02/2025,,71.11,432355.5228,429889.4496
HWO2505202,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,20/02/2025,71.11,429672.2674,424162.6642
HWO2505201,CHURCH LANE - (Kippax and Methley) - 23021656,Kippax and Methley,Pothole Cwy,13/02/2025,05/03/2025,71.11,443504.1403,433330.3927
HWO2505200,HIGH RIDGE WAY - (Adel and Wharfedale) - 23006357,Adel and Wharfedale,Pothole Cwy,13/02/2025,14/02/2025,71.11,425914.6673,442801.7793
HWO2505199,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,,71.11,429661.8967,424346.046
HWO2505198,COOKRIDGE LANE - (Adel and Wharfedale) - 23003629,Adel and Wharfedale,Pothole Cwy,13/02/2025,14/02/2025,71.11,425229.0703,441069.7572
HWO2505197,VICTORIA AVENUE - (Otley and Yeadon) - 23020961,Otley and Yeadon,Pothole Cwy,13/02/2025,14/02/2025,71.11,421629.6387,440842.3171
HWO2505196,BLIND LANE - (Ardsley and Robin Hood) - 23022736,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,13/02/2025,71.11,429280.0813,424375.7491
HWO2505195,WOOD HILL ROAD - (Adel and Wharfedale) - 23013626,Adel and Wharfedale,Pothole Cwy,13/02/2025,14/02/2025,71.11,424556.4291,439396.9584
HWO2505194,HARPER LANE - (Otley and Yeadon) - 23021120,Otley and Yeadon,Pothole Cwy,13/02/2025,14/02/2025,71.11,421054.6817,441143.1962
HWO2505193,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,,71.11,429659.7461,424341.9001
HWO2505190,BRADFORD ROAD - (Ardsley and Robin Hood) - 23022912,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,20/02/2025,71.11,428816.4357,425993.7638
HWO2505188,GLOUCESTER TERRACE - (Armley) - 23005523,Armley,Pothole Cwy,13/02/2025,26/02/2025,71.11,428079.1794,433560.2547
HWO2505187,THORNES FARM WAY - (Temple Newsam) - 23015346,Temple Newsam,Pothole Cwy,13/02/2025,18/02/2025,71.11,433679.6745,432477.0555
HWO2505186,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,20/02/2025,71.11,429671.816,423731.5365
HWO2505185,COPPICE WOOD GROVE - (Guiseley and Rawdon) - 23020787,Guiseley and Rawdon,Pothole Cwy,13/02/2025,14/02/2025,71.11,420188.0273,441998.9037
HWO2505184,BRADFORD ROAD - (Ardsley and Robin Hood) - 23022912,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,20/02/2025,71.11,428875.21,425990.0266
HWO2505182,LONGTHORPE LANE - (Ardsley and Robin Hood) - 23023013,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,,71.11,432352.66,426286.8656
HWO2505181,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,,71.11,429651.7041,424323.5736
HWO2505180,LONGTHORPE LANE - (Ardsley and Robin Hood) - 23023211,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,,71.11,432317.4218,426299.3017
HWO2505179,OTLEY OLD ROAD - (Otley and Yeadon) - 23020001,Otley and Yeadon,Pothole Cwy,13/02/2025,17/02/2025,71.11,423780.9307,442101.4258
HWO2505178,BULLERTHORPE LANE - (Temple Newsam) - 23002697,Temple Newsam,Pothole Cwy,13/02/2025,19/02/2025,71.11,437499.6045,431341.716
HWO2505177,WOODHOUSE LANE - (Ardsley and Robin Hood) - 23022734,Ardsley and Robin Hood,Pothole Cwy,13/02/2025,20/02/2025,71.11,429729.7364,423865.8517
HWO2505174,YORK GATE - (Guiseley and Rawdon) - 23020896,Guiseley and Rawdon,Pothole Cwy,13/02/2025,14/02/2025,71.11,421033.41,443980.729
HWO2505172,GIPTON SQUARE - (Gipton and Harehills) - 23005424,Gipton and Harehills,Pothole Cwy,13/02/2025,13/02/2025,71.11,433785.0543,434281.8656
HWO2505171,STANNINGLEY ROAD - (Armley) - 23011582,Armley,Pothole Cwy,13/02/2025,,71.11,425612.8676,434230.7265
HWO2505170,WELLINGTON ROAD - (Armley) - 23013152,Armley,Pothole Cwy,13/02/2025,,71.11,428393.935,432918.0478
HWO2505169,GIPTON SQUARE - (Gipton and Harehills) - 23005424,Gipton and Harehills,Pothole Cwy,13/02/2025,13/02/2025,71.11,433727.6717,434294.9005
HWO2505168,LEEDS AND BRADFORD ROAD - (Bramley and Stanningley) - 23007431,Bramley and Stanningley,Pothole Cwy,13/02/2025,11/09/2025,71.11,424152.8525,435969.4855
HWO2505166,CALVERLEY LANE - (Horsforth) - 23021263,Horsforth,Pothole Cwy,13/02/2025,14/02/2025,71.11,422182.2683,437073.4395
HWO2505164,WETHERBY ROAD - (Roundhay) - 23013348,Roundhay,Pothole Cwy,13/02/2025,13/02/2025,71.11,434818.7271,438026.2534
HWO2505163,POOL BANK NEW ROAD - (Adel and Wharfedale) - 23022353,Adel and Wharfedale,Pothole Cwy,13/02/2025,13/02/2025,71.11,424889.649,444591.7926
HWO2505152,PARK AVENUE -  (Roundhay) - 23009330-004,Roundhay,Pothole Cwy,12/02/2025,04/03/2025,71.11,433243.44,437531.28
HWO2505143,WEARDLEY LANE -  (Harewood) - 23023865-003,Harewood,Pothole Cwy,12/02/2025,21/02/2025,71.11,429504.5557,444628.4043
HWO2505142,WEST CHEVIN ROAD -  (Otley and Yeadon) - 23022171-006,Otley and Yeadon,Pothole Cwy,12/02/2025,18/02/2025,71.11,418749.8806,444350.7271
HWO2505139,DUFTON APPROACH -  (Killingbeck and Seacroft) - 23004391-002,Killingbeck and Seacroft,Pothole Cwy,12/02/2025,18/02/2025,71.11,435374.56,435292.71
HWO2505137,DUFTON APPROACH -  (Killingbeck and Seacroft) - 23004391-001,Killingbeck and Seacroft,Pothole Cwy,12/02/2025,18/02/2025,71.11,435401.3,435271.53
HWO2505135,ARTHINGTON ROAD -  (Alwoodley) - 23000436-001,Alwoodley,Pothole Cwy,12/02/2025,14/02/2025,0,427703.1709,441365.6645
HWO2505131,ECCUP LANE -  (Alwoodley) - 23004568-001,Alwoodley,Pothole Cwy,12/02/2025,27/02/2025,71.11,427639.9038,440992.0677
HWO2505129,PARK ROW -  (Little London Woodhouse) - 23009365-003,Little London and Woodhouse,Pothole Cwy,12/02/2025,18/02/2025,71.11,429930.8417,433546.3425
HWO2505126,ARTHINGTON ROAD -  (Adel and Wharfedale) - C-333-018,Adel and Wharfedale,Pothole Cwy,12/02/2025,14/02/2025,0,427434.535,442134.2371
HWO2505125,ARTHINGTON ROAD -  (Adel and Wharfedale) - C-333-018,Adel and Wharfedale,Pothole Cwy,12/02/2025,13/02/2025,71.11,427434.535,442134.2371
HWO2505123,SOUTH PARADE -  (Little London Woodhouse) - 23011112-001,Little London and Woodhouse,Pothole Cwy,12/02/2025,18/02/2025,71.11,,
HWO2505121,STREET LANE -  (Roundhay) - 23011738-009,Roundhay,Pothole Cwy,12/02/2025,04/03/2025,71.11,432363.2877,438804.94
HWO2505118,ADEL LANE -  (Adel and Wharfedale) - 23000088-001,Adel and Wharfedale,Pothole Cwy,12/02/2025,14/02/2025,71.11,,
HWO2505116,OTLEY ROAD -  (Headingley and Hyde Park) - A-0660-018,Headingley and Hyde Park,Pothole Cwy,12/02/2025,13/02/2025,71.11,427829.9323,436305.1131
HWO2505114,WEETWOOD LANE -  (Weetwood) - 23023870-002,Weetwood,Pothole Cwy,12/02/2025,14/02/2025,71.11,427600.1358,437193.1317
HWO2505109,LINGWELL ROAD -  (Middleton Park) - 23007601-001,Middleton Park,Pothole Cwy,12/02/2025,19/02/2025,71.11,430378.64,427945.42
HWO2505103,WOODLEA PARK -  (Moortown ) - 23030221-001,Moortown,Pothole Cwy,12/02/2025,13/02/2025,71.11,428765.5895,437879.5042
HWO2505101,STATION ROAD -  (Horsforth) - C-509-014,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,424389.36,439040.96
HWO2505094,REGENT AVENUE -  (Horsforth) - 23021182-001,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,424026.1038,437309.5634
HWO2505091,REGENT AVENUE -  (Horsforth) - 23021182-001,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,424035.8577,437322.8509
HWO2505082,DUNLIN DRIVE -  (Middleton Park) - 23014440-001,Middleton Park,Pothole Cwy,12/02/2025,19/02/2025,71.11,430996.1,428363.97
HWO2505081,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,12/02/2025,13/02/2025,71.11,434340.0434,436435.4321
HWO2505080,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,12/02/2025,18/02/2025,71.11,432304.0915,432684.1182
HWO2505079,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,12/02/2025,19/02/2025,71.11,434340.1643,436437.6112
HWO2505077,BRANDER DRIVE - (Gipton and Harehills) - 23002384,Gipton and Harehills,Pothole Cwy,12/02/2025,13/02/2025,71.11,433545.7059,434359.4253
HWO2505073,YORK ROAD - (Killingbeck and Seacroft) - 23013846,Killingbeck and Seacroft,Pothole Cwy,12/02/2025,17/02/2025,71.11,431322.5719,433653.2327
HWO2505068,NEW ROAD SIDE -  (Horsforth) - A-0065-026,Horsforth,Pothole Carriageway,12/02/2025,14/04/2025,71.11,424002.29,437302.68
HWO2505065,THORPE LANE - (Ardsley and Robin Hood) - 23012171,Ardsley and Robin Hood,Pothole Cwy,12/02/2025,,71.11,429553.7836,426881.5945
HWO2505063,WIGHILL LANE - (Wetherby) - 23024301,Wetherby,Pothole Cwy,12/02/2025,25/02/2025,71.11,445448.8011,446873.0254
HWO2505059,WIKE LANE - (Harewood) - 23021984,Harewood,Pothole Cwy,12/02/2025,24/02/2025,71.11,433323.1489,442651.5535
HWO2505058,BRANDER APPROACH - (Gipton and Harehills) - 23002382,Gipton and Harehills,Pothole Cwy,12/02/2025,17/02/2025,71.11,433514.9873,434236.1491
HWO2505057,BRANDER DRIVE - (Gipton and Harehills) - 23002384,Gipton and Harehills,Pothole Cwy,12/02/2025,13/02/2025,71.11,433533.1736,434336.3597
HWO2505054,KNOWSTHORPE LANE - (Burmantofts Richmond Hill) - 23014150,Burmantofts and Richmond Hill,Pothole Cwy,12/02/2025,18/03/2025,71.11,432179.9816,431963.158
HWO2505052,LINTON RISE - (Alwoodley) - 23007614,Alwoodley,Pothole Cwy,12/02/2025,19/02/2025,71.11,431357.3836,439945.462
HWO2505050,CHURCH LANE - (Chapel Allerton) - 23003298,Chapel Allerton,Pothole Cwy,12/02/2025,13/02/2025,71.11,430677.3814,436801.285
HWO2505049,SPRINGFIELD AVENUE - (Morley North) - 23022675,Morley North,Pothole Cwy,12/02/2025,13/02/2025,71.11,426299.6859,428509.4643
HWO2505048,LEEDS ROAD TO PONTEFRACT ROAD LINK - (Hunslet and Riverside) - 23030319,Hunslet and Riverside,Pothole Cwy,12/02/2025,,71.11,433618.7878,429694.1858
HWO2505047,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,12/02/2025,17/03/2025,71.11,433503.31,432128.9921
HWO2505043,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,12/02/2025,17/02/2025,71.11,434372.1854,436444.6716
HWO2505041,ECCUP LANE - (Alwoodley) - 23004568,Alwoodley,Pothole Cwy,12/02/2025,20/02/2025,71.11,427646.6804,441022.4596
HWO2505039,GROSVENOR HILL - (Little London Woodhouse) - 23005830,Little London and Woodhouse,Pothole Cwy,12/02/2025,13/02/2025,71.11,430171.7554,434951.9381
HWO2505038,ROUNDHAY PARK LANE - (Harewood) - 23010521,Harewood,Pothole Cwy,12/02/2025,21/02/2025,71.11,432964.5373,439556.5824
HWO2505035,LEEDS ROAD - (Otley and Yeadon) - 23030092,Otley and Yeadon,Pothole Cwy,12/02/2025,13/02/2025,71.11,422951.3841,444625.5131
HWO2505031,PONTEFRACT ROAD - (Hunslet and Riverside) - 23023197,Hunslet and Riverside,Pothole Cwy,12/02/2025,,71.11,432928.2197,430236.4193
HWO2505030,ST MARGARETS AVENUE - (Horsforth) - 23021245,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,424019.7774,438738.8161
HWO2505029,BUTCHER HILL - (Kirkstall) - 23002789,Kirkstall,Pothole Cwy,12/02/2025,,71.11,426187.8165,437492.4707
HWO2505027,HOLT PARK APPROACH - (Adel and Wharfedale) - 23006592,Adel and Wharfedale,Pothole Cwy,12/02/2025,13/02/2025,71.11,426420.1957,440218.3046
HWO2505025,PUDSEY ROAD - (Farnley and Wortley) - 23009921,Farnley and Wortley,Pothole Cwy,12/02/2025,17/02/2025,71.11,424004.2178,433444.4186
HWO2505024,LEEDS ROAD - (Adel and Wharfedale) - 23022292,Adel and Wharfedale,Pothole Cwy,12/02/2025,17/02/2025,71.11,425925.427,442787.8889
HWO2505023,BRADFORD ROAD - (Calverley and Farsley) - 23020242,Calverley and Farsley,Pothole Cwy,12/02/2025,12/02/2025,71.11,420940.6729,434465.5103
HWO2505022,CHAPEL LANE - (Farnley and Wortley) - 23003151,Farnley and Wortley,Pothole Cwy,12/02/2025,12/02/2025,71.11,425093,432247
HWO2505021,WINTHORPE AVENUE - (Ardsley and Robin Hood) - 23023219,Ardsley and Robin Hood,Pothole Cwy,12/02/2025,13/02/2025,71.11,430996.2195,426916.3133
HWO2505019,WESTGATE LANE - (Ardsley and Robin Hood) - 23023031,Ardsley and Robin Hood,Pothole Cwy,12/02/2025,13/02/2025,71.11,433031.4642,425580.4591
HWO2505017,ST PETERS STREET - (Little London Woodhouse) - 23011468,Little London and Woodhouse,Pothole Cwy,12/02/2025,,71.11,430704.2217,433595.605
HWO2505016,BRADFORD ROAD - (Calverley and Farsley) - 23020242,Calverley and Farsley,Pothole Cwy,12/02/2025,12/02/2025,71.11,420943.9654,434463.6101
HWO2505014,TROYDALE GARDENS - (Pudsey) - 23020504,Pudsey,Pothole Cwy,12/02/2025,18/02/2025,71.11,423731.1098,432471.1777
HWO2505015,THE OVAL - (Hunslet and Riverside) - 23015221,Hunslet and Riverside,Pothole Cwy,12/02/2025,13/02/2025,71.11,431015.6962,431514.9721
HWO2505013,REGENT AVENUE - (Horsforth) - 23021182,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,424031.1657,437312.515
HWO2505012,LEEDS ROAD - (Adel and Wharfedale) - 23022292,Adel and Wharfedale,Pothole Cwy,12/02/2025,17/02/2025,71.11,426604.769,441889.2754
HWO2505010,MOSELEY WOOD WALK - (Adel and Wharfedale) - 23008556,Adel and Wharfedale,Pothole Cwy,12/02/2025,13/02/2025,71.11,424650.1703,440118.4897
HWO2505011,ALBION STREET - (Morley South) - 23022833,Morley South,Pothole Cwy,12/02/2025,13/02/2025,71.11,426225,427664
HWO2505009,FIELDHEAD ROAD - (Guiseley and Rawdon) - 23020982,Guiseley and Rawdon,Pothole Cwy,12/02/2025,13/02/2025,71.11,418644,441700
HWO2505008,ASQUITH AVENUE - (Morley North) - 23022623,Morley North,Pothole Cwy,12/02/2025,,71.11,425161.7,429003.9648
HWO2505006,ST MARGARETS AVENUE - (Horsforth) - 23021245,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,423963.7507,438583.1759
HWO2505005,ST MARGARETS AVENUE - (Horsforth) - 23021245,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,424023.407,438733.0599
HWO2505004,WESTBROOK LANE - (Horsforth) - 23021258,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,423723.656,439035.2417
HWO2505003,DRIGHLINGTON BYPASS - (Morley North) - 23026021,Morley North,Pothole Cwy,12/02/2025,,71.11,422533.1925,427879.8416
HWO2505002,CALVERLEY LANE - (Horsforth) - 23021263,Horsforth,Pothole Cwy,12/02/2025,13/02/2025,71.11,422177.7012,437059.245
HWO2505000,PONTEFRACT ROAD - (Hunslet and Riverside) - 23023197,Hunslet and Riverside,Pothole Cwy,12/02/2025,,71.11,432905.9325,430245.6526
HWO2504999,KIRK LANE - (Guiseley and Rawdon) - 23020929,Guiseley and Rawdon,Pothole Cwy,12/02/2025,13/02/2025,71.11,420589.4709,441135.7546
HWO2504998,ADEL LANE - (Adel and Wharfedale) - 23000088,Adel and Wharfedale,Pothole Cwy,12/02/2025,17/02/2025,71.11,427489.5826,438725.8487
HWO2504996,BRANCH ROAD - (Farnley and Wortley) - 23002380,Farnley and Wortley,Pothole Cwy,12/02/2025,12/02/2025,71.11,426233.6735,431680.1161
HWO2504995,OTLEY OLD ROAD SERVICE ROAD 1 - (Weetwood) - 23014052,Weetwood,Pothole Cwy,12/02/2025,17/02/2025,71.11,426166.824,439045.6959
HWO2504993,BROAD LANE - (Bramley and Stanningley) - 23002521,Bramley and Stanningley,Pothole Cwy,12/02/2025,13/02/2025,71.11,424083.783,435502.844
HWO2504992,OTLEY ROAD - (Guiseley and Rawdon) - 23020805,Guiseley and Rawdon,Pothole Cwy,12/02/2025,13/02/2025,71.11,418758.6558,442121.32
HWO2504975,BRANDER DRIVE - (Gipton and Harehills) - 23002384,Gipton and Harehills,Pothole Cwy,11/02/2025,13/02/2025,71.11,433536.9641,434341.9942
HWO2504968,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,11/02/2025,13/02/2025,71.11,434409.5334,436455.1253
HWO2504966,HARROGATE ROAD - (Harewood) - 23021963,Harewood,Pothole Cwy,11/02/2025,04/03/2025,71.11,431167.4224,440736.0326
HWO2504964,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,11/02/2025,13/02/2025,71.11,434345.0795,436438.0524
HWO2504950,BELVEDERE AVENUE -  (Alwoodley) - 23002001-001,Alwoodley,Pothole Cwy,11/02/2025,19/02/2025,71.11,430912.26,439628.47
HWO2504924,HOLME WELL ROAD -  (Middleton Park) - 23014393-001,Middleton Park,Pothole Cwy,11/02/2025,,71.11,431051.72,428082.99
HWO2504915,STREET LANE -  (Roundhay) - 23011738-009,Roundhay,Pothole Cwy,11/02/2025,12/02/2025,71.11,432361.42,438804.55
HWO2504900,DUNCOMBE STREET -  (Little London Woodhouse) - 23004419-001,Little London and Woodhouse,Pothole Cwy,11/02/2025,,71.11,,
HWO2504895,FOUNTAIN STREET -  (Little London Woodhouse) - 23005161-001,Little London and Woodhouse,Pothole Cwy,11/02/2025,13/02/2025,71.11,429295.136,433745.812
HWO2504892,BELVEDERE ROAD -  (Alwoodley) - 23002009-001,Alwoodley,Pothole Cwy,11/02/2025,20/02/2025,71.11,430866.55,439735.78
HWO2504890,SOUTH ACCOMMODATION ROAD -  (Burmantofts Richmond Hill) - A-0061-035,Burmantofts and Richmond Hill,Pothole Cwy,11/02/2025,18/03/2025,71.11,431430.47,432410.49
HWO2504887,MAIN STREET -  (Kippax and Methley) - 23021677-002,Kippax and Methley,Pothole Cwy,11/02/2025,04/03/2025,71.11,441758.89,427827.97
,SANDHILL MOUNT -  (Alwoodley) - 23010662-001,Alwoodley,Pothole Cwy,11/02/2025,05/03/2025,71.11,431004.34,440073.27
HWO2504882,SOUTH ACCOMMODATION ROAD -  (Hunslet and Riverside) - A-0061-192,Hunslet and Riverside,Pothole Cwy,11/02/2025,18/03/2025,71.11,431236.76,432354.98
HWO2504880,SOUTH ACCOMMODATION ROAD -  (Hunslet and Riverside) - A-0061-190,Hunslet and Riverside,Pothole Cwy,11/02/2025,18/03/2025,71.11,431215.11,432335.39
HWO2504878,YORK STREET -  (Little London and Woodhouse) - 23013850-005,Little London and Woodhouse,Pothole Cwy,11/02/2025,13/02/2025,71.11,430840.52,433469.89
HWO2504862,NORTH STREET -  (Little London Woodhouse) - 23008944-006,Little London and Woodhouse,Pothole Cwy,11/02/2025,13/02/2025,71.11,430492.81,433998.99
HWO2504858,GRAFTON STREET - (Little London Woodhouse) - 23005587,Little London and Woodhouse,Pothole Cwy,11/02/2025,13/02/2025,71.11,430453.68,434248.75
HWO2504853,BARNSDALE ROAD - (Kippax and Methley) - 23023248,Kippax and Methley,Pothole Cwy,11/02/2025,04/03/2025,71.11,440472,425644
HWO2504850,STREET LANE -  (Roundhay) - 23011738-009,Roundhay,Pothole Cwy,11/02/2025,12/02/2025,71.11,432257.55,438830.51
HWO2504849,KING LANE - (Alwoodley) - 23007074,Alwoodley,Pothole Cwy,11/02/2025,20/02/2025,71.11,428033.1699,441385.3289
HWO2504843,DALTON LANE - (Harewood) - 23024127,Harewood,Pothole Cwy,11/02/2025,24/02/2025,71.11,440131.8912,442842.4782
HWO2504841,OAKS LANE - (Wetherby) - 23021917,Wetherby,Pothole Cwy,11/02/2025,20/02/2025,71.11,442627.546,445816.66
HWO2504840,KING LANE - (Alwoodley) - 23007074,Alwoodley,Pothole Cwy,11/02/2025,19/02/2025,71.11,427635.7853,441647.003
HWO2504839,PONTEFRACT LANE - (Burmantofts Richmond Hill) - 23009696,Burmantofts and Richmond Hill,Pothole Cwy,11/02/2025,11/03/2025,71.11,433505.92,432127.9345
HWO2504838,OAKWELL MOUNT - (Roundhay) - 23009085,Roundhay,Pothole Cwy,11/02/2025,12/02/2025,71.11,432341.1191,436869.3016
HWO2504836,STANKS LANE NORTH - (Cross Gates and Whinmoor) - 23011556,Cross Gates and Whinmoor,Pothole Cwy,11/02/2025,24/02/2025,71.11,436259.1823,436404.5374
HWO2504827,GREEN HILL ROAD - (Armley) - 23005699,Armley,Pothole Cwy,11/02/2025,17/02/2025,71.11,425293.2171,434221.0439
HWO2504823,KENTMERE APPROACH - (Killingbeck and Seacroft) - 23007022,Killingbeck and Seacroft,Pothole Cwy,11/02/2025,04/03/2025,71.11,434377.04,436448.5674
HWO2504818,RING ROAD BEESTON - (Beeston and Holbeck) - 23010281,Beeston and Holbeck ,Pothole Cwy,11/02/2025,11/02/2025,71.11,427293.1952,431520.6226
HWO2504814,BRUCE LAWN - (Armley) - 23002637,Armley,Pothole Cwy,11/02/2025,04/03/2025,0,428426,433070
HWO2504813,KINGSTON TERRACE - (Little London Woodhouse) - 23007101,Little London and Woodhouse,Pothole Cwy,11/02/2025,11/02/2025,71.11,429527.1821,434869.8422
HWO2504812,COOKRIDGE LANE - (Adel and Wharfedale) - 23003629,Adel and Wharfedale,Pothole Cwy,11/02/2025,12/02/2025,0,425302.2324,440926.5341
HWO2504811,MILLSHAW PARK AVENUE - (Morley North) - 23014953,Morley North,Pothole Cwy,11/02/2025,11/02/2025,0,427969.7026,429814.9853
HWO2504810,WESTBROOK LANE - (Horsforth) - 23021258,Horsforth,Pothole Cwy,11/02/2025,21/02/2025,71.11,423736,438829
HWO2504808,STANNINGLEY BYPASS - (Pudsey) - 23014181,Pudsey,Pothole Cwy,11/02/2025,11/02/2025,71.11,420928.849,434414.8678
HWO2504806,ST MARKS STREET - (Little London Woodhouse) - 23011423,Little London and Woodhouse,Pothole Cwy,11/02/2025,12/02/2025,71.11,429422.0259,434982.5314
