Stop_No,Location,X,Y,Platetype,Adshelnum,Plate_loca,Casetype,Schemestop,Lighting,Nexusplate,District,Status,Shelter_Ty
7165,COACH RD THROCKLEY,415373,566224,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7166,"COACH RD,THROCKLEY",415342,566499,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7167,COACH ROAD WOODLANDS,415340,566670,O1, ,stainless steel,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
7168,HALLOW DRIVE NEWBURN ROAD,416179,566302,C3, ,METAL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
7169,HALLOW DR THROCKLEY,415623,566321,X4, ,METAL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7170,LEAZES PK WAY THROCKLEY,415484,566206,X4,0502/0616,METAL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
7171,HALLOW DR THROCKLEY,415445,566460,X4, ,METAL,NORMAL, ,NEARBY,Yes,Newcastle,OPERATING,NONE
7172,HALLOW DR THROCKLEY,415686,566311,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7173,HALLOW RD THROCKLEY,416105,566280,O4, ,stainless steel,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7174,"HOSPITAL LN,LEMINGTON",418330,565626,O4,0502/0606,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
7175,COMBE DR LEMINGTON,418068,565515,O4, ,stainless steel,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
7176,"COMBE DR,LEMINGTON",417963,565446,O4, ,stainless steel,NORMAL, ,NEARBY,Yes,Newcastle,OPERATING,NONE
7177,BURNHAM AVENUE WEST DENTON,417691,565250,O1,0502/0470,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
7178,COMBE DR LEMINGTON,418092,565551,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7179,KIRKSTON AVENUE UNION HALL ROAD,418593,565410,O1, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7180,"KIRKSTON AVE,LEMINGTON",418915,565333,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7181,"NEPTUNE RD,DUMP-HALL TERM",419195,565105,O4,0502/0300,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
7182,KIRKSTON AVENUE DENE AVENUE,418869,565343,O1,0502/0351,STAINLESS STEEL,SMALL, ,AT STOP,New,Newcastle,OPERATING,SHELTER REMOVED
7183,KIRKSTON AVENUE UNION HALL ROAD,418564,565403,O1,0502/0452,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
7184,STATION RD.NEWBURN,416633,565212,O4, ,METAL,NONE, ,NEARBY,Yes,Newcastle,OPERATING,NONE
7185,"STATION RD,NEWBURN",416629,565204,O4, ,METAL,NONE, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7186,BYRNESS W/DENTON (TERM),419484,566386,X3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7187,"WEST DENTON WAY,W/DENTN",419943,566513,X4,0502/0444,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
7188,NORTH WALBOTTLE RD,418208,567764,X4,0502/0635,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
7189,WEST DENTON WAY,418938,566633,O5,0502/0456,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
7190,WEST DENTON WAY,418882,566635,O5, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7191,"ROGERSON TCE,WESTERHOPE",419478,566956,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7192,BAMBURGH RD WESTERHOPE,419407,567003,O4, ,Metal,None, ,Nearby,Yes,Newcastle,OPERATING,NONE
7193,"ROGERSON TCE,WESTERHOPE",419523,567261,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7194,"ROGERSON TCE,WESTERHOPE",419503,567193,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7925,WEST DENTON WAY W/D TERMS,419150,566546,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7926,BEAUMONT TCE. WESTERHOPE,419521,566925,O4, ,NONE,None, ,Unknow,New,Newcastle,OPERATING,NONE
7927,"STAMFORDHAM RD,W/HOPE",419423,567460,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7928,"STAMFORDHAM RD,W/HOPE",419485,567427,C4,0502/0658,BRACKET,NORMAL, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
7929,NEPTUNE ROAD-NW/B,419039,565236,X3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7930,DOWNEND ROAD,418941,567206,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7931,DOWNEND ROAD-N/B,419213,567018,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7932,DOWNEND ROAD-TRAFFORD WALK-E/B,419130,567162,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7933,LANGDON ROAD-W/B,419264,566907,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7934,DOWNEND ROAD-S/B,419219,567013,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7936,LANGDON ROAD-E/B,419359,566907,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7950,HALLOW DR THROCKLEY,415885,566258,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
7951,"HALLOW DR,THROCKLEY",415925,566248,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
7952,NEWBURN LEISURE CTR,416042,565604,C3, ,NONE,Normal, ,At Stop,Yes,Newcastle,OPERATING,NONE
8001,GREAT NORTH ROAD,424834,565662,C7,0502/0648,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8002,GREAT NORTH ROAD,424774,566044,X1,0502/0178,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8003,GREAT NORTH ROAD,424697,566468,C6,0502/0179,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8004,GREAT NORTH ROAD BLUE HOUSE,424614,566919,C7,0502/0180,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8005,"GT NORTH RD,GOSFORTH",424484,567359,C8, ,METAL,TWIN, ,NEARBY,New,Newcastle,OPERATING,NONE
8012,GREAT NORTH ROAD,424292,569027,C7,0502/0095,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8013,GREAT NORTH ROAD BROADWAY WEST,424272,569233,C7,0502/0745,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8014,GREAT NORTH ROAD BRIDGE PARK,424255,569539,C7,0502/0319,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8015,GREAT NORTH ROAD BRUNTON PARK,424252,569936,C7, ,STAINLESS STEEL,TWIN, ,NEARBY,New,Newcastle,OPERATING,NONE
8016,"GT NORTH RD,MELTON PARK",424282,569897,C7, ,BRACKET,LARGE, ,NEARBY,New,Newcastle,OPERATING,BRICK
8017,GREAT NORTH ROAD,424273,569474,C7,0502/0220,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8018,GREAT NORTH ROAD,424290,569246,C7,0502/0161,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8019,"GT NORTH RD,GOSFORTH",424320,568941,C6,0502/0423,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8025,GREAT NORTH ROAD,424570,567215,C7,0502/0225,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8026,GREAT NORTH ROAD,424668,566756,C7,0502/0181,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8027,GREAT NORTH ROAD,424737,566360,C6,0502/0182,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8028,GREAT NORTH ROAD,424810,565956,C7,0502/0183,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8029,GGREAT NORTH ROAD,424893,565535,C7,0502/0703,STAINLESS STEEL,TWIN, ,NONE,New,Newcastle,OPERATING,SPECIAL
8040,WEST ROAD FOX AND HOUNDS,421140,565007,C7,0502/0019,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
8041,WEST ROAD NEWCASTLE CREMATORIUM,420708,565198,C4,0502/0209,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8043,WEST ROAD FENHAM,420351,565358,C4,0502/0012,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8044,WEST ROAD DENTON BURN,420175,565438,C7,0502/0147,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
8045,WEST ROAD,420000,565497,C5,0502/0008,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
8046,WEST ROAD BRIGNALL GARDENS,420450,565298,C3,0502/0177,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8047,WEST ROAD NEWCASTLE CREMATORIUM,420760,565160,C7, ,stainless steel,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8061,BARRACK ROAD LEAZES COURT,423584,565031,C5,0502/0691,BRACKET,LARGE, ,NEARBY,New,Newcastle,OPERATING,ADSHEL
8063,PONTELAND ROAD,423019,565672,C6,0502/0696,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8064,JEDBURGH ROAD COWGATE,422283,566131,C2,0502/0610,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8065,JEDBURGH ROAD COWGATE,422104,566158,C2,0502/0216,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8066,PONTELAND ROAD COWGATE,422021,566487,X6,0502/0098,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8067,"PONTELAND RD,COWGATE",421843,566677,X6, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8068,"PONTELAND RD,BLAKELAW",421630,566969,C5,0502/0313,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8069,PONTELAND ROAD KENTON BAR,421433,567409,C4,0502/0314,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8070,PONTELAND ROAD KENTON BAR,421348,567712,C4,0502/9227,BRACKET,LARGE, ,NEARBY,Yes,Newcastle,OPERATING,COMMUTERPORT
8071,PONTELAND ROAD KENTON BANK FOOT,420597,569051,C3,0502/0403,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8072,"PONTELAND RD,BANK FOOT",420316,569286,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8073,"PONTELAND RD,WOOLSINGTN",420074,569516,C4,0502/0620,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8074,"PONTELAND RD,BANK FOOT",420402,569225,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8075,"PONTELAND RD,BANK FOOT",420644,569033,C4,0502/0404,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8076,PONTELAND ROAD KENTON BAR,421367,567760,C5,0502/9081,stainless steel,LARGE, ,NEARBY,New,Newcastle,OPERATING,COMMUTERPORT
8077,"HAZELDENE AVE,KENTON BAR",421390,567668,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8078,PONTELAND ROAD KENTON BAR,421456,567424,C4,0502/0315,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8079,"PONTELAND RD,B/LAW",421577,567161,C4,0502/0247,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8080,"PONTELAND RD,COWGATE",421931,566618,X5,0502/0316,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8081,PONTELAND ROAD,422088,566329,X3, ,METAL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8082,PONTELAND ROAD,422275,566221,X6,0502/0607,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8083,PONTELAND ROAD,423108,565586,C7,0502/0695,BRACKET,LARGE, ,NEARBY,New,Newcastle,OPERATING,ADSHEL
8084,BBC TV CENTRE BARRACK ROAD,423424,565251,C5,0502/0687,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8085,"BARRACK RD,S/TONGUES",423606,565031,C5,0502/0685,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8087,STAMFORDHAM ROAD COWGATE,421825,566144,X1,0502/0595,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8088,"STAMFORDHAM RD,COWGATE",421473,566140,C6,0502/1024,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8089,STAMFORDHAM ROAD,421189,566188,C5,0502/0554,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8090,STAMFORDHAM ROAD,421042,566200,C5,0502/0501,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8091,"STAMFORDHAM RD,S/FORD",420870,566351,C7,0502/0462,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8092,STAMFORDHAM ROAD,420632,566688,C5,0502/0551,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8093,"STAMFORDHAM RD,W/HOPE",420374,566902,C6,0502/0212,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
8095,"STAMFORDHAM RD,W/HOPE",420111,567102,C4,0502/0211,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8096,"STAMFORDHAM RD,W/HOPE",420014,567149,C4,0502/0009,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8097,"STAMFORDHAM RD,W/HOPE",420227,567028,C4,0502/0213,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8098,"STAMFORDHAM RD,W/DENTON",420463,566860,C8,0502/0214,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8099,STAMFORDHAM ROAD,420724,566611,C8,0502/0307,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8100,STAMFORDHAM ROAD,420885,566377,C5,0502/0317,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8101,STAMFORDHAM ROAD,421013,566237,C5,0502/0215,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8102,STAMFORDHAM ROAD,421193,566215,C7,0502/0553,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8103,"STAMFORDHAM RD,COWGATE",421469,566154,X1,0502/0301,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8104,STAMFORDHAM ROAD COWGATE,421860,566164,X1,0502/0290,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8111,KINGSTON PARK SHOPS,421426,568849,C4,0502/0665,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8164,"WHICKHAM VIEW,BENWELL",420040,565033,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8165,"DENTON RD,D/BURN",420035,565190,X4,0502/0347,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8166,DENTON ROAD,420206,565344,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8167,"SILVER LONNEN,D/BURN",420501,565503,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8168,"SILVER LONNEN,FENHAM",420710,565639,X4, ,METAL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8169,"SILVER LONNEN,FENHAM",420903,565828,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8170,SLATYFORD LA SLATYFORD,421147,566125,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8171,"SLATYFORD LN,SLATYFORD",421168,566120,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8172,SPRINGFIELD ROAD,421489,566481,O2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8173,SPRINGFIELD ROAD,421668,566674,O2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8174,SPRINGFIELD ROAD FIRFIELD ROAD,421661,566654,O1,0502/0430,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8175,SPRINGFIELD ROAD,421450,566397,O2, ,STAINLESS STEEL,NORMAL, ,UNKOWN,New,Newcastle,OPERATING,NONE
8176,"SILVER LONNEN,FENHAM",420859,565769,X4,0502/0557,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8177,"SILVER LONNEN,FENHAM",420683,565595,X4,0502/0558,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8178,"SILVER LONNEN,D/BURN",420364,565427,X4,0502/0556,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8179,DENTON ROAD WEST ROAD,420218,565335,C4,0502/0350,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8180,"DENTON RD,B/BURN",420024,565153,O4,0502/0282,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8213,"CLAREMONT RD,N/CASTLE",424317,565443,O4, ,Metal,None, ,Nearby,Yes,Newcastle,OPERATING,NONE
8214,"CLAREMONT RD,N/CASTLE",423995,565597,O4, ,Metal,None, ,None,Yes,Newcastle,OPERATING,NONE
8215,"HUNTERS RD,S/TONGUES",423805,565614,C3,0502/0536,Bracket,Large, ,At Stop,Yes,Newcastle,OPERATING,ADSHEL
8216,HUNTERS ROAD SPITAL TONGUES,423727,565500,O1,0502/0535,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8217,"HUNTERS RD,S/TONGUES",423430,565320,O2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8218,"HUNTERS RD,S/TONGUES",423720,565507,X5,0502/0534,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
8219,"HUNTERS RD,S/TONGUES",423797,565619,C3,0502/0537,Bracket,Large, ,At Stop,Yes,Newcastle,OPERATING,ADSHEL
8220,"CLAREMONT RD,N/CASTLE",424071,565565,O4,0502/0494,Bracket,Large, ,At Stop,Yes,Newcastle,OPERATING,ADSHEL
8221,"CLAREMONT RD,N/CLE",424327,565449,O4,0502/0505,Bracket,Large, ,At Stop,Yes,Newcastle,OPERATING,ADSHEL
8223,FENHAM HALL DRIVE,422964,565578,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8224,"WINGROVE RD,FENHAM",422609,565523,C4,0502/0605,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8225,WINGROVE RD FENHAM,422664,565161,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8239,WINGROVE RD FENHAM,422650,565166,X4,0502/0590,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8240,"FENHAM HALL DR,FENHAM",422630,565566,C4,0502/0466,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8241,FENHAM HALL DRIVE,422488,565547,C2, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8242,FENHAM HALL DRIVE,422339,565538,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8243,FENHAM HALL DRIVE CONVENT ROAD,422039,565519,C4,0502/1021,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8244,FENHAM HALL DRIVE QUEENSWAY,421806,565574,C4,0502/1020,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8245,NETHERBY DRIVE,421567,565696,C3, ,METAL,NORMAL, ,NONE,New,Newcastle,OPERATING,NONE
8246,NETHERBY DR FENHAM,421366,565836,C4, ,METAL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8247,"NETHERBY DR,FENHAM",421178,565998,C4,0502/0339,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8248,"NETHERBY DR,FENHAM",421205,565989,C4,0502/0338,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8249,"NETHERBY DR,FENHAM",421386,565840,C4,0502/0337,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8250,FENHAM HALL DRIVE,421669,565653,C2,0502/0366,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8251,FENHAM HALL DRIVE,421923,565543,C2,0502/0467,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8252,FENHAM HALL DRIVE,422208,565541,C2,0502/0582,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8253,FENHAM HALL DRIVE,422354,565550,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8266,TWO BALL LONNEN FENHAM,421431,565322,O1,0502/0321,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8267,TWO BALL LONNEN FENHAM,421642,565713,O1,0503/0007,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8268,"TWO BALL LONNEN,FENHAM",421815,566001,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8269,TWO BALL LONNEN COWGATE,421960,566144,O1,0502/0142,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8270,"TWO BALL LONNEN,FENHAM",421796,565953,X4,0502/0162,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8271,TWO BALL LONNEN FENHAM,421596,565602,O1,0502/0322,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8272,TWO BALL LONNEN FENHAM,421451,565329,O1, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8275,SLATYFORD LANE DENTON BURN,420131,565553,O1, ,METAL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8276,SLATYFORD LA D/TON BURN,420341,565730,X4,0502/0447,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8277,SLATYFORD LA D/BURN,420526,565796,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8278,POOLEY ROAD WASDALE ROAD,420507,565963,O1, ,METAL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8279,"POOLEY RD,EAST DENTON",420638,566173,O4, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,Newcastle,OPERATING,NONE
8280,POOLEY ROAD SLATYFORD,420788,566372,O1, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8281,POOLEY ROAD SLATYFORD,420764,566315,O1,0502/0251,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8282,"POOLEY RD,SLATYFORD",420619,566140,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8283,POOLEY ROAD WASDALE ROAD,420518,565923,O1,0502/0659,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8284,SLATYFORD LA S/FORD,420506,565778,O4,0502/0931,BRACKET,LARGE, ,NEARBY,New,Newcastle,OPERATING,ADSHEL
8285,SLATYFORD LA D/TON BURN,420266,565675,O4,0502/0448,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8286,SLATYFORD LANE DENTON BURN,420121,565530,O1,0502/0449,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8289,"SALTERS RD,GOSFORTH",424044,568020,X4, ,STAINLESS STEEL,NORMAL, ,NONE,New,Newcastle,OPERATING,NONE
8290,"SALTERS RD,GOSFORTH",423861,567938,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8291,"SALTERS RD,GOSFORTH",423693,567853,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8292,"SALTERS RD,GOSFORTH",423390,567676,X4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8293,KENTON PARK SHOPS,423188,567621,O1, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
8294,"KENTON LANE,KENTON",422978,567807,X4,0502/0093,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8295,KENTON LANE THE CROSSWAY,422665,567772,O1, ,stainless steel,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
8296,"KENTON LA,KENTON",422451,567749,X4,0502/0233,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8297,KENTON LANE CREIGHTON AVENUE,422272,567723,O1,0502/0309,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8298,KENTON LANE MOOR LANE,421824,567588,O1,0502/0239,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8299,KENTON LANE KENTON BAR,421596,567543,O1, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,SHELTER REMOVED
8300,CRAGSTON AVE BLAKELAW,421193,567468,X4,0502/0623,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
8301,CRAGSTON AVENUE BLAKELAW,421068,567103,O1,0502/9423,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,COMMUTERPORT
8302,BLAKELAW RD BLAKELAW,421309,566981,X4,0502/0630,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
